"Data Source","World Development Indicators",

"Last Updated Date","2016-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Ghana","GHA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30000000","32000000","35000000","304000000","325000000","357000000","374000000","383000000","441000000","495000000","867000000","910000000","990000000","970000000","849000000","706000000","797000000","1154000000","1010000000","","",
"Guinea","GIN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911000","9300000","4800000","4300000","5800000","7800000","8200000","","","","","","1100000","2400000","4900000","2040000","2120000","1710000","","","",
"Gambia, The","GMB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28000000","67000000","76000000","","","","","","58000000","51000000","59000000","69000000","87000000","80200000","64000000","80000000","92000000","99000000","","","",
"Guinea-Bissau","GNB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3100000","","","","2700000","2300000","2400000","2200000","1600000","2800000","28400000","38200000","12000000","13600000","14500000","6900000","","","",
"Equatorial Guinea","GNQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","4000000","5000000","400000","10000000","5000000","14000000","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4182000000","3759000000","3794000000","6188000000","8839000000","9262000000","9216000000","10005000000","10842000000","12809000000","13453000000","14495000000","15687000000","17586000000","14796000000","12579000000","14984000000","13313000000","16188000000","","",
"Grenada","GRD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76000000","79000000","78000000","83000000","88000000","93000000","83000000","91000000","104000000","86000000","71000000","94000000","129000000","127000000","112000000","112000000","117000000","122000000","120000000","","",
"Greenland","GRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216000000","221000000","270000000","329000000","374000000","498000000","588000000","647000000","646000000","630000000","791000000","919000000","1055000000","1335000000","1359000000","1378000000","1350000000","1419000000","1479000000","","",
"Guam","GUM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000000","112000000","115000000","111000000","109000000","80000000","65000000","53000000","28000000","27000000","35000000","37000000","50000000","59000000","35000000","80000000","95000000","64000000","77000000","","",
"High income","HIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408155089560.585","437456522404.809","432471848978.182","438303905693.369","455138623330.847","463587596812.818","448529191071.572","461607681980.432","510601939524.615","599790169761.737","633954690906.318","680795541457.464","780224159408.772","858498460687.035","762314385829.805","824343575012.857","940158056603.198","954712558414.039","1018325200883.81","","",
"Hong Kong SAR, China","HKG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9604000000","11994000000","9979000000","7337000000","7343000000","8198000000","7923000000","9849000000","9004000000","11874000000","13588000000","15541000000","18237000000","20236000000","20291000000","27208000000","33169000000","37098000000","42570000000","","",
"Honduras","HND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85000000","119000000","152000000","175000000","214000000","263000000","260000000","305000000","372000000","420000000","465000000","515700000","546600000","619800000","616100000","626700000","641500000","665700000","708100000","","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2251162119.91758","2525622236.77503","2493487019.91729","2924418248.0534","3180075574.59837","3148025922.61893","3694131604.70883","3942747937.52979","4642460321.35548","5349638305.28914","6542594024.34815","7370713033.14871","8935958693.41338","10261488203.8234","9703562343.92705","9964518385.06607","12477268746.849","15130537498.7784","16137696364.298","","",
"Croatia","HRV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1349000000","2014000000","2523100000","2733400000","2595000000","2871000000","3463000000","3952000000","6513000000","6945000000","7625000000","8296000000","9601000000","11681000000","9308000000","8255000000","9638000000","8865000000","9721000000","","",
"Haiti","HTI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000000","96000000","107000000","131000000","135000000","128000000","105000000","108000000","96000000","93000000","80000000","126000000","190000000","276000000","312000000","169000000","162000000","447000000","568000000","","",
"Hungary","HUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2938000000","3589000000","3824000000","3688000000","3622000000","3809000000","4191000000","3774000000","4119000000","4009000000","4761000000","4998000000","5628000000","7533000000","7013000000","6595000000","7239000000","6206000000","6572000000","","",
"Indonesia","IDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5229000000","6184000000","6648000000","4255000000","4352000000","4975000000","5277000000","5797000000","4461000000","5226000000","5094000000","4890000000","5831000000","8150000000","6053000000","7618000000","9038000000","9463000000","10302000000","","",
"Isle of Man","IMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2582000000","2831000000","2890000000","2949000000","3010000000","3598000000","3342000000","3300000000","4560000000","6307000000","7659000000","8915000000","11234000000","12462000000","11136000000","14490000000","17708000000","18340000000","19042000000","","",
"Not classified","INX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2697793000","3022330000","3181000000","3297000000","3403000000","3517000000","3789000000","4228000000","5206000000","6075000000","6780000000","7664000000","9263000000","9967000000","8458000000","8187000000","9526000000","9064000000","9538000000","","",
"Iran, Islamic Rep.","IRN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205000000","142000000","190000000","656000000","559000000","677000000","1122000000","1607000000","1266000000","1305000000","1025000000","1464000000","1950000000","1978000000","2259000000","2631000000","2574000000","1346000000","","","",
"Iraq","IRQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18000000","15000000","14000000","15000000","1000000","2000000","15000000","45000000","","","186000000","170000000","555000000","867000000","1432000000","1736000000","1557000000","1640000000","","","",
"Iceland","ISL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309000000","312000000","314000000","372000000","380000000","386000000","383000000","415000000","486000000","558000000","635000000","702000000","848000000","881000000","550000000","562000000","751000000","865000000","1082000000","","",
"Israel","ISR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3491000000","3506000000","3740000000","3598000000","4800000000","4611000000","2854000000","2426000000","2473000000","2908000000","3427000000","3802000000","4405000000","5509000000","5067000000","5824000000","6029000000","6178000000","6452000000","","",
"Italy","ITA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30426000000","31886000000","31416000000","31335000000","29571000000","28706000000","26916000000","28192000000","32591000000","37870000000","38374000000","41644000000","46144000000","48757000000","41938000000","40058000000","45368000000","43036000000","46190000000","","",
"Jamaica","JAM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199000000","1218000000","1290000000","1380000000","1486000000","1577000000","1494000000","1482000000","1621000000","1733000000","1783000000","2094000000","2142000000","2222000000","2070000000","2095000000","2060000000","2046000000","2074000000","","",
"Jordan","JOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973000000","1026000000","1063000000","1083000000","1016000000","935000000","884000000","1254000000","1266000000","1621000000","1759000000","2426000000","2754000000","3539000000","3472000000","4390000000","4351000000","5123000000","5145000000","","",
"Japan","JPN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4894000000","5775000000","6175000000","5664000000","5715000000","5970000000","5750000000","6069000000","11475000000","14343000000","15555000000","11490000000","12422000000","13781000000","12537000000","15356000000","12534000000","16197000000","16865000000","","",
"Kazakhstan","KAZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155000000","258000000","350000000","454000000","394000000","403000000","502000000","680000000","638000000","803000000","801000000","973000000","1214000000","1255000000","1185000000","1236000000","1524000000","1572000000","1717000000","","",
"Kenya","KEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785000000","823000000","1077000000","1213000000","1211000000","500000000","536000000","513000000","619000000","799000000","969000000","1181000000","1514000000","1398000000","1124000000","1620000000","1844000000","2004000000","","","",
"Kyrgyz Republic","KGZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","4000000","7000000","12000000","18000000","20000000","32000000","48000000","62000000","92000000","94000000","189000000","392000000","569000000","300000000","212000000","405000000","486000000","585000000","","",
"Cambodia","KHM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","117000000","99000000","129000000","240000000","345000000","429000000","509000000","441000000","673000000","929000000","1109000000","1169000000","1280000000","1463000000","1671000000","2258000000","2663000000","2895000000","","",
"Kiribati","KIR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2100000","2600000","3100000","2800000","2700000","3200000","","","","3100000","3200000","4900000","5200000","5200000","5800000","6900000","5000000","","","",
"St. Kitts and Nevis","KNA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63000000","68000000","72000000","71000000","69000000","58000000","62000000","57000000","75000000","103000000","121000000","132000000","125000000","110000000","83000000","90000000","94000000","95000000","101000000","","",
"Korea, Rep.","KOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6670000000","6350000000","6317000000","8263000000","8337000000","8527000000","7919000000","7621000000","7005000000","8226000000","8290000000","8445000000","9266000000","13456000000","13289000000","14367000000","17418000000","18851000000","19287000000","","",
"Kosovo","KSV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307000000","389000000","396000000","456000000","342000000","394000000","286000000","320000000","328000000","398000000","413000000","508000000","530000000","610000000","660000000","574000000","644000000","780000000","601000000","","",
"Latin America & Caribbean (developing only)","LAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16072000000","17881000000","19739000000","20963000000","22224000000","24598000000","24257000000","24758000000","27316000000","30821000000","35194000000","38156700000","41519600000","45090800000","41458100000","43293700000","46779500000","50955700000","55309100000","","",
"Lao PDR","LAO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000000","63000000","61000000","97000000","86000000","114000000","108000000","110000000","77000000","122000000","143000000","160000000","190000000","280000000","271000000","385000000","413000000","461000000","613000000","","",
"Lebanon","LBN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710000000","715000000","1000000000","1221000000","673000000","742000000","837000000","4284000000","6782000000","5931000000","5969000000","5457000000","5796000000","6317000000","7157000000","8026000000","6797000000","6825000000","6373000000","","",
"Liberia","LBR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59000000","67000000","124000000","131000000","158000000","123000000","12000000","232000000","","","","",
"Libya","LBY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","4000000","3000000","23000000","39000000","84000000","90000000","202000000","243000000","261000000","301000000","244000000","99000000","99000000","159000000","170000000","","","","","",
"St. Lucia","LCA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230000000","237000000","253000000","283000000","263000000","281000000","233000000","210000000","282000000","326000000","382000000","294000000","302000000","311000000","296000000","309000000","321000000","337000000","354000000","","",
"Latin America & Caribbean (all income levels)","LCN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28024947512.7377","30738992587.2949","33187390821.3431","35089803396.6473","36034060775.9153","39211697309.8062","38792777404.3698","37604514070.703","41165083014.5174","46714272381.055","52739758247.8736","57138372934.7784","62775898745.2875","67254846574.3318","61782789029.2007","65147677243.221","70527893104.7874","75338410699.3704","79399679808.2164","","",
"Least developed countries: UN classification","LDC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2675313959.55907","2901843404.69987","2722606136.70514","2983645171.62877","3280639678.03207","3357065174.97059","3772594950.38832","4097829018.04298","4442665835.68215","5507956506.6382","6442031673.20154","7441352272.78353","9645974028.28587","12009959440.3319","12106655083.842","13448984872.5959","15815377661.4312","18908895678.3595","22140288905.4509","","",
"Low income","LIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2364652249.56334","2596946164.33717","2371789408.39548","2474074964.2276","2863075339.88463","2847059274.1737","3354551684.64133","3495160024.07618","3829921522.14521","4989813987.29818","5538427475.88144","6758974260.66342","8149507067.61784","9768802599.5142","10050070480.9094","11105780175.3973","13814428533.0079","15755786052.1245","","","",
"Liechtenstein","LIE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367000000","282000000","351000000","369000000","414000000","388000000","347000000","594000000","709000000","808000000","729000000","733000000","750000000","803000000","754000000","1044000000","1421000000","1756000000","2506000000","","",
"Lower middle income","LMC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19588214209.0764","22786423281.2477","25070784887.8381","21758515659.838","25069906497.109","25972180757.2267","26017941431.4895","27554646942.13","29556463904.0216","39014038577.2674","45124597244.5347","52056383382.8897","65678216131.4346","73121513324.7972","64400549215.4854","77795496055.3844","79348477456.9953","86895210188.2082","87832272864.2268","","",
"Low & middle income","LMY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75269667719.2295","84955902714.3452","91185188424.2389","88440289867.4585","95125631478.1815","105396279869.029","111612474472.309","125126725664.317","133689248964.817","167303751342.453","190701845710.863","214643350863.554","255363177044","280967037356.235","261751178316.835","294821642139.12","318089051313.072","342308726918.601","363017580465.926","","",
"Lesotho","LSO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","33700000","33700000","24700000","23100000","18000000","16000000","14000000","21000000","26000000","27000000","29000000","31000000","30000000","30000000","25000000","29000000","46000000","39000000","","",
"Lithuania","LTU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102000000","345000000","399000000","504000000","591000000","430000000","425000000","556000000","700000000","834000000","975000000","1077000000","1192000000","1316000000","1063000000","1034000000","1417000000","1430000000","1595000000","","",
"Luxembourg","LUX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695000000","1640000000","1639000000","1634000000","1697000000","1686000000","1780000000","2547000000","3149000000","3880000000","3612000000","3636000000","4032000000","4486000000","4148000000","4115000000","4825000000","4615000000","4822000000","","",
"Latvia","LVA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37000000","231000000","235000000","222000000","153000000","172000000","153000000","201000000","271000000","343000000","446000000","622000000","881000000","1134000000","1013000000","963000000","1102000000","1068000000","1191000000","","",
"Macao SAR, China","MAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3233000000","3085000000","2876000000","2648000000","2598000000","3205000000","3745000000","4428000000","5225000000","7431000000","8190000000","10055000000","13733000000","17297000000","18445000000","28214000000","38984000000","44368000000","52326000000","","",
"St. Martin (French part)","MAF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469000000","1857000000","1649000000","1934000000","2177000000","2280000000","2966000000","3157000000","3802000000","4540000000","5426000000","6900000000","8307000000","8885000000","7980000000","8176000000","9101000000","8491000000","8201000000","","",
"Monaco","MCO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","50000000","74000000","64000000","49000000","57000000","58000000","72000000","79000000","112000000","138000000","150000000","229000000","293000000","240000000","222000000","253000000","279000000","318000000","","",
"Madagascar","MDG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000000","102000000","110000000","136000000","137000000","152000000","149000000","109000000","119000000","239000000","290000000","386000000","506000000","620000000","518000000","633000000","","","","","",
"Maldives","MDV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211000000","266000000","286000000","303000000","314000000","321000000","327000000","337000000","402000000","471000000","826000000","1235000000","1515000000","1559000000","1473000000","1713000000","1942000000","1951000000","2333000000","","",
"Middle East & North Africa (all income levels)","MEA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17828817000.2329","19140441465.5293","19973204144.2568","20416237503.173","23164218824.2304","23643027143.1148","22641066006.8795","27305994980.9957","32070335996.4665","39848812856.8798","43089100000","49004800000","60039605621.3485","68149240865.3087","68330676772.4617","79299302068.5299","71378249220.3335","75778285015.9864","74332137271.2742","","",
"Mexico","MEX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6847000000","7531000000","8184000000","8307000000","8135000000","9133000000","9190000000","9547000000","10058000000","11610000000","12801000000","13329000000","14055000000","14726000000","12542000000","12628000000","12458000000","13320000000","14311000000","","",
"Marshall Islands","MHL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","3000000","3000000","3000000","2900000","3000000","3100000","3400000","4000000","5000000","3690000","3570000","3330000","2710000","3080000","3950000","4260000","3840000","","","",
"Middle income","MIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73262412303.0606","82745412942.1247","89138351142.5523","86324716900.3203","92699118511.0512","102950958651.963","108766168485.131","122136149798.703","130422624318.92","163067278278.602","185987199224.569","208934565208.102","248488444572.938","272790037837.568","253403794105.59","285583571772.826","306855475896.717","329629498033.925","349300492735.119","","",
"Macedonia, FYR","MKD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000000","35000000","29000000","30000000","80000000","88000000","49000000","55000000","86000000","103000000","116000000","156000000","219000000","262000000","232000000","209000000","242000000","237000000","270000000","","",
"Mali","MLI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26000000","27000000","25000000","28000000","36000000","47000000","91000000","105000000","136000000","142300000","149200000","175400000","227000000","286000000","196000000","208000000","218000000","","","","",
"Malta","MLT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813000000","780000000","789000000","818000000","841000000","731000000","704000000","757000000","869000000","949000000","924000000","966000000","1185000000","1336000000","1117000000","1238000000","1469000000","1496000000","1616000000","","",
"Myanmar","MMR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169000000","215000000","183000000","196000000","222000000","195000000","132000000","136000000","70000000","97000000","83000000","59000000","97000000","80000000","75000000","91000000","334000000","550000000","934000000","","",
"Middle East & North Africa (developing only)","MNA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9812920319.46285","10794272606.3592","11224492949.8983","11432673802.4092","12553717148.5639","12956923189.4858","13484656127.2304","17754020614.8302","21429890913.7853","24908325396.3545","27491100000","30578800000","37110800000","42509800000","43207000000","50717000000","40086567499.5549","41097030454.3674","35873451813.6989","","",
"Montenegro","MNE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660000000","859000000","792000000","765000000","926000000","860000000","929000000","","",
"Mongolia","MNG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000000","20000000","25000000","47000000","43000000","43000000","49000000","143000000","154000000","205000000","203000000","261000000","354000000","272000000","253000000","288000000","258000000","480000000","228000000","","",
"Northern Mariana Islands","MNP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","655000000","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49000000","61000000","61000000","61000000","74000000","64000000","65000000","106000000","96000000","138000000","145000000","182000000","213000000","217000000","224000000","266000000","289000000","273000000","","",
"Mauritania","MRT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","19000000","21000000","20000000","28000000","","","","","","","","","","","","","50000000","50000000","","",
"Mauritius","MUS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616000000","705000000","666000000","672000000","718000000","732000000","820000000","829000000","960000000","1156000000","1189000000","1302000000","1663000000","1823000000","1390000000","1585000000","1808000000","1778000000","1595000000","","",
"Malawi","MWI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","31000000","32000000","25000000","42000000","29000000","40000000","45000000","66000000","74000000","48000000","45000000","43000000","43000000","46000000","47000000","39000000","38000000","","","",
"Malaysia","MYS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5044000000","5732000000","4925000000","3237000000","4403000000","5873000000","7627000000","8084000000","6799000000","9183000000","10389000000","12280000000","17948000000","18553000000","17231000000","18152000000","19649000000","20251000000","21026000000","","",
"North America","NAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103407000000","112741000000","117915000000","116631000000","123978000000","134378000000","122134000000","117549000000","114119000000","131250000000","138393000000","144110000000","162753000000","183343000000","161936000000","186876000000","208118000000","221758000000","232875000000","","",
"Namibia","NAM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278000000","293000000","333000000","288000000","287000000","193000000","264000000","251000000","383000000","426000000","363000000","473000000","542000000","484000000","511000000","560000000","645000000","598000000","524000000","","",
"New Caledonia","NCL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000000","114000000","117000000","110000000","112000000","111000000","94000000","156000000","196000000","241000000","149000000","122000000","142000000","152000000","141000000","129000000","153000000","152000000","","","",
"Niger","NER","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","26000000","29000000","27000000","25000000","23000000","30000000","20200000","27500000","32300000","43900000","39000000","44000000","86000000","69000000","105500000","54000000","51000000","","","",
"Nigeria","NGA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47000000","58000000","83000000","81000000","99000000","186000000","168000000","256000000","58000000","49000000","139000000","209000000","337000000","959000000","791000000","738000000","688000000","641000000","","","",
"Nicaragua","NIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51000000","55000000","82000000","103000000","128000000","129000000","135000000","135000000","160000000","192000000","206000000","231000000","255000000","301000000","334000000","309000000","378000000","422000000","417000000","","",
