"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"ST.INT.RCPT.CD","Tourisme international, rentrées ($ US courants)","Les dépenses du tourisme international sont les dépenses effectuées par les visiteurs internationaux entrants, comprenant les paiements destinés aux transporteurs nationaux pour le transport international. Ces dépenses comprennent tout autre prépaiement effectué pour les biens et les services reçus dans le pays de destination. Elles peuvent également comprendre les dépenses effectuées par les visiteurs pour la journée, sauf quand celles-ci sont assez importantes pour justifier une classification séparée. Pour certains pays, elles ne comprennent pas les dépenses pour le transport de voyageurs. Les données sont en dollars américains courants.","Annuaire des statistiques sur le tourisme, recueil de statistiques et fichiers de données de l’Organisation mondiale du tourisme.",
